recipe,title_length,recipe_length,ingredients_length,recipe_freq_word,number_of_ingredient,class
Velouté de poisson et crevettes,5,47,33,ajouter,13,Entrée
"Salade de pâtes, sauce cacahuètes épicée (8ème rencontre)",8,65,56,sauce,13,Entrée
"Salade de chèvre chaud, façon Aude",6,69,52,mettre,15,Plat principal
Compote bicolore aux prunes et mirabelles,6,59,14,compote,5,Dessert
Melon farandole,2,18,13,coupelle,6,Dessert
Parfait de crabe,3,83,36,frais,12,Entrée
Gâteau aux yaourt aux pommes à la fleur d'oranger,9,63,35,pot,9,Dessert
Pâtes Pita,2,37,14,pâte,6,Plat principal
Salade de crevettes et chou chinois,6,19,35,chou,10,Entrée
Beurré normand,2,47,22,obtenir,7,Dessert
Gâteau aux pommes de mamie charline,6,63,32,mettre,9,Dessert
Clafoutis de filets et de moules de poisson au cidre,10,93,35,poisson,12,Plat principal
Simplicime blanc-manger aux amandes,4,44,13,faire,5,Dessert
Blé pilaf aux petits légumes,5,116,66,ajouter,26,Plat principal
Amuse-gueules pomme boudin noir,4,43,11,tranche,5,Plat principal
Tarte épinards et gorgonzola... Mmmh delissima !,7,67,21,mixer,6,Plat principal
"Poulet tandoori, riz et carottes",5,106,39,feu,10,Plat principal
Ça poivronne dur la patate,5,82,31,couche,12,Plat principal
Tarte aux poivrons et au Saint-Maure,6,55,26,poivron,10,Entrée
Crumble de légumes sur poulet au safran,7,102,30,faire,10,Plat principal
Quiche basquaise,2,65,32,plat,11,Entrée
Tagliatelles au curry,3,17,22,plongez,6,Plat principal
Paëlla de Valence - recette familiale,6,161,77,riz,19,Plat principal
Tajine de poulet mariné à ma façon,7,54,44,faire,15,Plat principal
Quenelles au chocolat,3,70,19,crème,6,Dessert
Méli-mélo de légumes à la corse,6,68,22,faire,9,Plat principal
Rôti de porc spécial,4,73,30,sauce,12,Plat principal
Gratin de pâtes aux légumes du soleil,7,121,65,min,24,Plat principal
Glaçage Blanc,2,16,10,mélangez,4,Dessert
Spaguettis ensoleillés,2,72,24,pâte,9,Plat principal
Raviolis maison au saumon et champignons,6,85,32,champignon,11,Plat principal
Boeuf stroganoff,2,68,36,viande,10,Plat principal
Restes de pot au feu mijoté,6,24,32,morceau,10,Plat principal
Salade pois chiche-tomates au cumin,5,34,28,mettre,8,Entrée
"Tarte aux asperges vertes, champignons et fromage de chèvre",9,61,28,pâte,10,Plat principal
Fricassée de poulpe,3,43,13,poulpe,7,Plat principal
Brochettes de poisson en panure légère et sauce beurre-citron,9,58,38,poisson,12,Plat principal
Soupe d'Halloween (avec lardons et pommes de terre),8,69,31,ajouter,9,Plat principal
Poisson aux herbes du jardin,5,52,26,four,9,Plat principal
Soupe de légumes à la tomate (micro-ondes),7,42,30,eau,9,Entrée
Bûche spéciale aux Carambar,4,187,51,pâte,15,Dessert
Tarte au citron crémeuse,4,54,16,four,6,Dessert
Feuilleté au roquefort,3,49,24,oeuf,8,Entrée
Paupiettes de merlan farcies au beurre de crevette,8,117,32,crevette,12,Plat principal
Colombo au cabri des îles comme chez mami (Guadeloupe),9,41,22,riz,7,Plat principal
Omelette gourmande au boeuf et aux pommes de terre de Nanie,11,52,27,omelette,8,Plat principal
Figatelli (Corse),2,46,20,foie,7,Plat principal
Feuilles de blettes façon feuilles de vigne,7,114,34,feuille,11,Plat principal
Mijoté de veau au vin blanc,6,90,39,cuisson,12,Plat principal
Gâteau pomme-amande  (et cassonade),4,74,42,amande,12,Dessert
Salade de riz au jambon,5,33,27,emincer,8,Plat principal
Truffade aveyronnaise traditionnelle,3,27,18,cocotte,6,Entrée
Charlotte aux aubergines et chèvre frais,6,67,28,griller,8,Entrée
Filets de cabillaud à l'échalote,5,38,21,poisson,8,Plat principal
Porridge,1,42,10,remuer,4,Dessert
Billes de biscuits Oréos,4,52,14,mettre,5,Dessert
Les pâtes aux crevettes de Bruno,6,39,45,décortiquer,14,Plat principal
Quiche Brocolis/ Poulet/ Curry,4,71,26,mettre,11,Plat principal
Aubergines al raggù,3,95,33,minute,10,Plat principal
Seiche à l'américaine d'Audrey,4,74,39,ajouter,12,Plat principal
Madeleines chocolat blanc,3,59,24,chocolat,8,Dessert
Cake marbré à la tapenade,5,66,29,four,9,Entrée
Poulet aux 40 gousses d'ail,5,128,45,poulet,15,Plat principal
Nuggets de poulet faciles,4,44,10,4,7,Plat principal
Moelleux au chocolat d'Amandine,4,43,15,beurre,6,Dessert
Douillons de poire au chocolat,5,120,18,pâte,6,Dessert
Fondue aux tomates valaisanne,4,95,63,ajouter,15,Plat principal
Rouelle de porc aux endives,5,49,15,oignon,9,Plat principal
Boulettes aux cerises (plat médiéval),5,96,20,boulette,6,Plat principal
Lunes de pommes enrobées de pâte à croquer,8,80,30,pâte,9,Dessert
Feuilletés à la viande et aux pignons,7,78,33,dorer,10,Plat principal
Rouleaux de salade thon-crudités,4,36,31,tranche,10,Entrée
Compote de rhubarbe aux fraises,5,20,9,couper,4,Dessert
Cake au yaourt et au chorizo,6,63,38,gâteau,10,Entrée
Blanc de poulet émincé aux flageolets,6,65,24,verser,9,Plat principal
Coupe de glace des Antilles,5,25,25,coupe,7,Dessert
Daube à l'ancienne,3,93,41,feu,13,Plat principal
Foie gras au champagne,4,98,23,bien,7,Entrée
Croque-monsieur léger au saumon,4,66,15,tranche,7,Plat principal
Tartare de saumon aux asperges,5,48,31,saumon,9,Entrée
"Huîtres chaudes, sauce mousseuse au champagne",6,67,14,huître,6,Entrée
Saint-Jacques terre et mer,4,74,43,faire,12,Plat principal
Lasagnes à la crème au citron,6,34,18,faire,5,Plat principal
Poule au pot surprise (farcie au jambon),7,87,58,farce,19,Plat principal
Tarte aux agrumes,3,54,18,mettre,7,Dessert
Beignets aux courgettes,3,98,24,pâte,10,Entrée
Sardines à l'escabèche à la catalane,6,65,28,plat,11,Plat principal
Tarte litchi chocolat,3,80,24,litchi,7,Dessert
Brochette de St jaques vanillées et son confit de poireau,10,74,24,noix,10,Entrée
"Pintadeau à la crême fraîche, aux kiwis et aux mandarines",10,41,26,kiwi,6,Plat principal
Tarte de Linz ou Linzertorte,5,53,34,pâte,10,Dessert
Tarte courgette/mortadelle/ail et fines herbes,5,47,21,morceau,8,Entrée
Croûte de filet mignon à la saucisse blanche,8,51,24,faire,8,Plat principal
Fondant au chocolat plus que fondant,6,56,15,fondre,6,Dessert
Médaillons de lotte aux agrumes,5,61,22,médaillon,9,Plat principal
Raviolis à la daube,4,110,29,pâte,7,Plat principal
Boeuf bourguignon à ma façon,5,154,51,ajouter,17,Plat principal
Tournedos de boeuf sauce miel gingembre,6,86,41,beurre,9,Plat principal
Gâteau mangue chocolat,3,127,60,faire,19,Dessert
Quiche ratatouille et mozzarella,4,33,14,190,7,Plat principal
Huîtres gratinées aux agrumes,4,89,35,huître,11,Entrée
Potage de riz façon grand-mère,5,31,17,min,5,Plat principal
Fromage blanc au pamplemousse,4,31,18,pamplemousse,6,Entrée
Salade au riz complet et lentilles noires,7,77,26,lentille,9,Entrée
QUENELLES PROVENCALES,2,21,17,minute,7,Plat principal
Côtes de marcassin forestières,4,83,37,côte,15,Plat principal
Soufflé d'épinards au guyère,4,76,33,ajouter,10,Entrée
Coupe aux deux citrons,4,126,42,citron,15,Dessert
Pain de thon facile aux pommes de terre,8,63,15,bien,6,Entrée
Tagliatelles au poulet et au chèvre,6,98,26,plat,11,Plat principal
Chocolate cheesecake marbré,3,54,28,biscuit,8,Dessert
Lapin au vin rouge et aux noix,7,21,25,lapin,9,Plat principal
Pâte sablée à la poudre d'amandes,6,49,19,beurre,7,Dessert
Tourte de pasqua aux fromages (italie),6,80,30,bien,9,Entrée
Toast hawaiien,2,36,17,ananas,8,Entrée
Mousse au chocolat noir et à la violette,8,59,24,chocolat,6,Dessert
Rôti de porc aux fèves très facile,7,42,43,couper,11,Plat principal
Nectarine glacées au sirop,4,60,24,fruit,6,Dessert
Crevettes crues au lait de coco,6,52,51,crevette,9,Entrée
Miches à l'armagnac,3,33,19,mélanger,6,Dessert
Pâtes sauce façon carbonara crémeuse et épicée,7,39,33,faire,12,Plat principal
Emincé de boeuf à la moutarde,6,57,18,ajouter,9,Plat principal
Feuilleté d'épinards et foie gras,5,59,24,pâte,13,Entrée
Tarte au jambon et reblochon,5,73,18,pomme,7,Plat principal
Poulet à la toulousaine,4,64,22,exemple,6,Plat principal
Confiture de fraises au micro-ondes,5,58,14,fraise,5,Dessert
Gnocchis au saumon fumée et épinard,6,78,32,faire,9,Plat principal
Oeufs durs à la bretonne,5,46,15,oeuf,6,Entrée
Mulet aux oignons et vin blanc,6,60,25,poisson,10,Plat principal
Aumônières campagnardes de poires aux fruits secs,7,119,30,datte,9,Plat principal
Noix de saint jacques à la gueuze sur lit de chicon,11,87,35,ajouter,11,Entrée
"Cake olives, chèvre, pesto et tomates séchées",7,76,39,couper,12,Entrée
Oeuf soufflé au gruyère,4,47,7,blanc,4,Plat principal
Escalopes de bar en marinière,5,57,34,moule,14,Plat principal
Orangines - arrancini ( boulettes de riz à la viande ),11,65,28,riz,11,Plat principal
Gratin de lentilles corail,4,77,51,lentille,14,Plat principal
Velouté de champignons au foie gras,6,50,29,champignon,9,Entrée
Pavés de saumon cannelle - gingembre,6,53,23,pavé,6,Plat principal
Sublissime au chocolat,3,39,16,fondre,6,Dessert
Salade de chèvre et poires caramélisées,6,34,13,poire,6,Entrée
"Velouté tomates, lentilles, pois chiches",5,67,27,faire,8,Entrée
Gâteau au banania rapide,4,26,18,mélanger,6,Dessert
Pain de poireaux,3,71,23,faire,11,Plat principal
Lasagnes Végétariennes,2,53,31,légume,13,Plat principal
Muffins au muesli,3,39,38,faire,9,Dessert
Marbré au yaourt chocolat noisette,5,53,26,noisette,9,Dessert
Petites brioches fourrées,3,64,23,mettre,8,Entrée
Quatre-quarts au nutella,3,71,15,pâte,8,Dessert
Pudding aux poires et à la poudre d'amande,8,65,39,brioche,9,Dessert
Terrine de lapin façon mamie de marquise (Pas de Calais),10,90,14,lard,6,Plat principal
"Verrine de concombre , feta et crevettes",7,54,36,concombre,10,Entrée
Matafans savoisiens,2,103,24,pâte,8,Plat principal
Salade de champignons au fromage blanc épicé,7,35,37,champignon,11,Entrée
Endives braisées au bacon,4,72,39,ajouter,14,Entrée
"Méli-mélo de melon, mozzarella et avocat",6,53,34,préparer,12,Entrée
Compote ananas fraises,3,41,11,ananas,5,Dessert
Escargots au beurre persilllé,4,53,25,escargot,9,Entrée
Côtes d'agneau à l'anglaise,4,85,16,cuillère,8,Plat principal
Moules aux champignons et jambon fumé,6,71,36,feu,10,Entrée
Tarte courgette tomate parfumée au cumin,6,129,34,courgette,12,Plat principal
Risotto aux 2 poivrons,4,96,37,laisser,13,Plat principal
Cari de lard aux pommes de terre,7,56,27,ajouter,9,Plat principal
Sauté de veau à la béchamel au jambon,8,33,22,cocotte,8,Plat principal
Gratin de bananes au rhum,5,40,18,banane,7,Dessert
Gâteau moelleux léger,3,26,15,6,6,Dessert
Château en moka d'anniversaire,4,113,36,4,10,Dessert
Gratin à la Picarde,4,48,28,poireau,9,Plat principal
Gratin de brocoli et courgette au roquefort,7,58,19,faire,9,Plat principal
Gâteau meringue,2,54,34,ajouter,11,Dessert
Colin gratiné aux légumes et au bacon,7,75,36,four,12,Plat principal
"""Rata"" de pommes de terre aux knackis",7,55,16,cuir,6,Plat principal
LENTILLES à L'ESPAGNOLE,3,49,28,lentille,10,Plat principal
Cade (recette provençale),3,8,22,battre,6,Entrée
Jambon à la bourguignonne rapide,5,67,24,verre,7,Plat principal
Rillettes de porc,3,44,27,eau,7,Entrée
Cake moelleux à l'épaule et aux saucisses de Strasbourg,9,50,24,four,8,Entrée
Faisan farci aux marrons,4,58,25,faisan,11,Plat principal
Tarte ch'ti à la bière,5,48,39,pâte,13,Dessert
Gâteau au citron et au pavot,6,58,45,four,12,Dessert
Escargots au maroilles,3,42,17,escargot,5,Entrée
Noisettine,1,38,29,faire,9,Dessert
Pain perdu à la cassonade et à la cannelle,9,49,16,pain,7,Dessert
Salade de pommes à la crème,6,26,9,pomme,5,Entrée
L'exquise mais trop méconnue recette du gâteau à la farine de châtaignes,12,77,18,gramme,6,Dessert
Crevettes aux petits légumes faciles,5,44,16,mettre,7,Plat principal
Betteraves poêlées à la crème,5,31,23,finement,7,Plat principal
Moelleux au chocolat,3,43,16,crème,5,Dessert
Filets de pintadeau aux abricots et à la lavande,9,105,44,filet,11,Plat principal
Matoutou de crabe,3,76,42,crabe,15,Plat principal
Lasagnes blettes et chèvre,4,71,23,blette,7,Plat principal
Cake brocolis feta noisettes,4,87,37,mélanger,11,Entrée
Boulettes Picandou,2,62,44,boulette,16,Plat principal
Terrine de saumon au homard,5,97,28,minute,8,Entrée
Assiette fine du Sud-Ouest,4,77,35,salade,11,Plat principal
Salade de shii-také aux fines herbes,6,48,19,shii,8,Entrée
Fondue de légumes et petits lardons,6,47,17,ajouter,10,Plat principal
Blancs de poulet farcis aux fruits secs et pain d'épice,10,76,29,pain,10,Plat principal
Muffins au potiron et noix de coco,7,33,49,cuir,17,Dessert
Cuisiner un jambon frais entier,5,28,8,jambon,4,Plat principal
Cookie à la framboise,4,32,22,four,7,Dessert
Caques ronds tunisiens,3,32,27,mélanger,9,Dessert
Tartare de crevettes et tomates,5,63,29,tomate,9,Entrée
Brochettes porc chorizo citron,4,28,17,viande,8,Plat principal
Tagliatelles au pesto de tomates séchées,6,40,24,mixer,8,Plat principal
TERRINE DE SAINT-JACQUES AU POIVRE VERT,6,162,61,terrine,15,Entrée
Terrine aux deux saumons,4,52,21,saumon,7,Entrée
Gratin de penne au gorgonzola,5,53,10,mettre,5,Plat principal
Bamia (Liban),2,65,53,faire,10,Plat principal
Tarte au maugin,3,33,22,foncer,8,Dessert
Gratin de riz fin de mois difficiles,7,104,43,mettre,15,Plat principal
Boeuf sauté à l'orientale,4,81,47,3,12,Plat principal
Flans de poireaux et coulis vert,6,87,16,poireau,8,Entrée
Crevettes aux topinambours,3,89,16,topinambour,6,Entrée
Poulet à la dakatine (pâte d'arachide),6,92,16,poulet,7,Plat principal
Cuisses de grenouilles au curry (Vietnam),6,82,43,cuisse,12,Plat principal
Velouté orange sucré salé,4,52,40,min,12,Entrée
Côtes de veau aux champignons de Paris,7,83,24,champignon,8,Plat principal
Salade tomates chèvre jambon,4,24,25,salade,9,Entrée
Paupiettes de veau aux cèpes,5,77,46,faire,13,Plat principal
Canard mariné au miel et cinq épices,7,61,29,marinade,7,Plat principal
Tourte au chou,3,51,26,pâte,10,Entrée
Bäckeoffe à l'alsacienne,3,82,38,émincer,13,Plat principal
Osso Bucco light,3,53,30,2,10,Plat principal
Tarte fraiche aux fruits d'été,5,94,34,pâte,12,Dessert
Pizza rapide et exquise au thon sans lait,8,34,41,préchauffez,7,Plat principal
Tarte de Brousse (Espagne),4,38,13,mélanger,8,Dessert
Gâteau crétois aux pommes,4,84,39,pâte,12,Dessert
Gaspacho oranais,2,86,45,minute,16,Plat principal
SOUPE DE POTIRON ET MIMOLETTE,5,26,17,potiron,6,Entrée
Tourte aux saint-jacques,3,102,44,mettre,13,Plat principal
Le Stump (Purée de légumes à la viande hachée),9,66,27,légume,8,Plat principal
Tarte au chèvre et épices légère,6,94,53,pâte,17,Plat principal
Samosas de poireaux et camembert,5,107,18,bien,6,Entrée
Roses des sables (sans végétaline),5,69,19,chocolat,7,Dessert
Moelleux au miel et noix de coco,7,49,29,mélanger,8,Dessert
"Wraps thon, mimolette, crudités",4,90,35,carotte,8,Plat principal
Tourte aux herbes de mamie ginette,6,77,25,blette,7,Plat principal
Cuisse de poulet sauce aux trompettes,6,51,39,ajouter,11,Plat principal
Mi-cuits chocolat blanc et framboise,5,59,24,6,8,Dessert
Linguine aux épinards et aux deux saumons,7,71,33,saumon,11,Plat principal
Gâteau de courge,3,46,28,faire,8,Dessert
Gâteau au lait ribot,4,57,29,four,9,Dessert
Tarte moelleuse aux pommes (sans pâte),6,38,29,sucre,9,Dessert
Faisan rôti,2,159,39,faisan,13,Plat principal
Cupcake  à la vanille fourré chocolat,6,137,42,gâteau,9,Dessert
Canard au citron et basilic,5,57,27,canard,9,Plat principal
Poulet pilafi (recette crétoise),4,106,27,riz,8,Plat principal
Cake de la châtaigneraie (marrons et cantal),7,57,27,farine,9,Plat principal
"Pâtes au cacao, sauce mascarpone",5,45,29,temps,10,Plat principal
Aspic de saumon rapide,4,54,32,concombre,10,Entrée
Gâteau tyrolien,2,42,36,bien,11,Dessert
Carbonade flamande de Nanou,4,77,47,bien,14,Plat principal
Tourte du volailler,3,94,45,pâte,13,Plat principal
Poulet aux poivrons,3,97,47,arôme,9,Plat principal
Lasagnes légères au boeuf,4,142,25,tomate,10,Plat principal
Tortellini au gorgonzola et noix,5,57,25,crème,7,Plat principal
Pizza reine au brie,4,38,26,mettre,8,Plat principal
Pintade farcie aux pruneaux,4,43,17,pruneau,6,Plat principal
Sauté de veau aux raisins et pignons,7,107,42,faites,13,Plat principal
Pâtes au thon et pesto,5,35,20,faire,7,Plat principal
Blancs de poulet aux amandes,5,96,39,amande,11,Plat principal
Potée de lentilles à la saucisse de Morteau,8,39,26,ajouter,10,Plat principal
Quatre quart poire-chocolat,3,63,19,poire,7,Dessert
Hamburger du Sud Ouest,4,68,18,magret,6,Plat principal
Soupe de potiron et légumes au curry et lait de coco,11,27,27,minute,9,Entrée
Tarte à la nectarine et au pain d'épices,8,65,23,pâte,8,Dessert
Travers de porc au curry et paprika (barbecue),8,62,15,travers,6,Plat principal
Crème de tomates au chorizo,5,43,17,tomate,7,Entrée
Boulettes de keftas à la méditerranéenne,6,49,31,huile,9,Plat principal
Truffes fondantes au chocolat noir (sans beurre),7,68,16,petit,4,Dessert
Risotto de poulet au curry,5,107,42,riz,11,Plat principal
Tarte aux courgettes et aux tomates,6,56,35,courgette,13,Plat principal
Galette des rois à la frangipane au chocolat,8,84,34,faire,9,Dessert
Beignets de cervelle de veau,5,63,20,cervelle,10,Plat principal
Gnocchis au mascarpone et jambon de Parme,7,66,25,gnocchi,8,Plat principal
Carpaccio frais de thon rouge,5,96,25,poivron,12,Entrée
Porc caramélisé aux échalotes (Vietnam),5,63,18,échalote,5,Plat principal
Carry de saucisses cocktail,4,21,12,couper,7,Plat principal
Calmars aux oignons,3,43,32,calmar,8,Plat principal
Lieu jaune sauce tomate,4,41,24,ajouter,8,Plat principal
Poisson sauce Dugléré,3,104,28,faire,8,Plat principal
Homard grillé aux épices fines :-o,6,133,52,min,9,Plat principal
Gratin de fruits de mer de mamie zoizo,8,114,49,faire,13,Plat principal
Boulettes de veau au curry,5,67,40,faites,14,Plat principal
Bolognaise façon Mag,3,83,67,sauce,20,Plat principal
Tarte crumble Emmy,3,89,47,pâte,10,Dessert
Fricassée de porc à la langue de boeuf (champignon) et au Corbières,12,59,32,ajouter,9,Plat principal
Pommes au rhum,3,31,8,pomme,6,Dessert
Oranges grillées,2,48,5,grill,3,Dessert
Curry de boeuf à l'orange,5,50,29,minute,10,Plat principal
Fricassée de lapin aux champignons,5,57,33,ajouter,11,Plat principal
Bagels,1,88,25,min,7,Entrée
Flan aux dattes et à la bergamote,7,60,27,faire,8,Dessert
Pâtes au jambon et au parmesan,6,52,27,pâte,7,Plat principal
NOISETTES DE CHEVREUIL,3,97,32,poêle,10,Plat principal
Boulettes de boeuf à la coriandre,6,114,21,faire,9,Plat principal
Magrets de canard en croûte,5,82,19,champignon,7,Plat principal
Mousse au chocolat supra légére,5,64,28,crème,8,Dessert
Kig ha farz (pot-au-feu breton),5,84,32,sac,12,Plat principal
Filet de cabillaud au pamplemousse rose et au concombre,9,58,25,ajouter,11,Plat principal
